"species","tiles","area"
"Arabidopsis cebennensis",12,37390051466.2312
"Arabidopsis halleri",203,367677341808.556
"Arabidopsis lyrata subsp. petraea",72,102663632197.07
"Arabidopsis suecica",484,536468766003.499
"Arabidopsis thaliana",2342,3910655071796.22
"Arabis alpina",1096,1491866529816.33
"Arabis auriculata",295,704911645036.713
"Arabis caerulea",78,124913739932.342
"Arabis caucasica",290,511603887783.179
"Arabis ciliata",170,339803287001.134
"Arabis collina",161,340310876509.469
"Arabis hirsuta",1435,2265651196179.6
"Arabis nova",135,326178219661.144
"Arabis planisiliqua",352,804295056569.282
"Arabis procurrens",88,152125156359.738
"Arabis pumila",83,142067094474.353
"Arabis rosea",20,38019545838.3869
"Arabis sagittata",465,942046748627.073
"Arabis serpillifolia",90,199366576552.601
"Arabis soyeri",100,172564793388.838
"Arabis soyeri subsp. subcoriacea",79,133540588104.98
"Arabis stellulata",86,150476813812.578
"Arachis hypogaea",53,98959183472.9
"Aralia chinensis",7,13495059811.9418
"Aralia elata",158,238050760472.365
"Araucaria columnaris",2,4460424876.44686
"Araucaria heterophylla",33,49293416765.9998
"Araujia sericifera",308,661118581241.635
"Arbutus andrachne",53,87163204592.6024
"Arbutus canariensis",1,2169678290.09193
"Arbutus unedo",792,1689176237636.04
"Arbutus × andrachnoides",3,5518310344.63805
"Archontophoenix alexandrae",1,2072236933.48827
"Archontophoenix cunninghamiana",1,3572224493.49669
"Arctagrostis latifolia",77,40691951536.5409
"Arctium lappa",1910,3430520909347.04
"Arctium minus",2008,3508283958884.26
"Arctium nemorosum",961,1659899699670.7
"Arctium palladinii",1,1883540905.57634
"Arctium tomentosum",2428,3923117896986.16
"Arctostaphylos uva-ursi",2177,2737349849360.51
"Arctotheca calendula",208,432902018016.509
"Arctous alpina",946,763808044161.854
"Aremonia agrimonoides",174,374217011534.261
"Arenaria biflora",96,176153481207.573
"Arenaria ciliata",143,261075874987.555
"Arenaria grandiflora",174,429184434925.382
"Arenaria montana",374,863882564763.109
"Arenaria nevadensis",1,2985478120.21607
"Arenaria obtusiflora",46,154170258611.875
"Arenaria obtusiflora subsp. ciliaris",46,154170258611.875
"Arenaria pungens",10,32582034753.0723
"Arenaria retusa",11,35335986751.5945
"Arenaria serpyllifolia",2389,3965037125394.23
"Arenaria tenella",5743,8301243922986.56
"Argemone mexicana",46,83295410649.1727
"Argentina anserina",3382,4954810441215.47
"Argentina anserina subsp. groenlandica",85,44077556880.8731
"Argentina lineata",4,6590535275.78832
"Argyranthemum coronopifolium",4,8760213565.8804
"Argyranthemum frutescens",63,113689281625.663
"Argyrocytisus battandieri",7,17341451336.2969
"Argyrolobium biebersteinii",2,3859713130.50158
"Argyrolobium zanonii",245,625740571463.373
"Aria edulis",976,1895179487395.01
"Aria graeca",29,46484296464.2243
"Aria obtusifolia",49,50612292378.7619
"Aria rupicola",171,199183618938.745
"Aria umbellata",4,6446456431.70193
"Arisarum proboscideum",19,43554211469.6274
"Arisarum vulgare",375,703102033057.125
"Aristida adscensionis",18,49752367259.0723
"Aristolochia baetica",51,121529171370.687
"Aristolochia clematitis",1398,2776145547666.59
"Aristolochia cretica",6,7344457771.0141
"Aristolochia fontanesii",76,217875846358.576
"Aristolochia hirta",1,2298231221.52558
"Aristolochia macrophylla",2865,5377125077610.33
"Aristolochia pallida",58,118448913345.355
"Aristolochia parvifolia",1,1770858682.45395
"Aristolochia paucinervis",225,612191404972.849
"Aristolochia pistolochia",172,480359308158.456
"Aristolochia rotunda",227,492318903691.356
"Aristolochia sempervirens",35,65666546804.2778
"Armeria alliacea",123,333968936518.355
"Armeria alpina",155,305351427188.423
"Armeria alpina subsp. halleri",1,2480489135.08641
"Armeria arenaria",282,668738008056.765
"Armeria caespitosa",12,38730251921.3425
"Armeria canescens",16,35165843373.981
"Armeria maritima",1462,1968754279125.42
"Armeria maritima subsp. elongata",1462,1968754279125.42
"Armeria maritima subsp. purpurea",1462,1968754279125.42
"Armeria maritima subsp. sibirica",1462,1968754279125.42
"Armeria pseudarmeria",9,15309423259.2901
"Armeria pubigera",20,31238145842.5012
"Armeria pungens",43,72568004503.6815
"Armeria splendens",5,16874275645.2304
"Armeria velutina",10,27508389707.9427
"Armeria villosa subsp. longearistata",26,84692809827.4545
"Armoracia rusticana",2458,4260984835921.9
"Arnebia decumbens",2,4837552017.49919
"Arnica angustifolia",145,82714776094.6146
"Arnica montana",917,1651959632917.35
"Arnoseris minima",581,1211696302039.08
"Aronia melanocarpa",234,309286481780.082
"Aronia × prunifolia",144,197857508855.488
"Arrhenatherum album",147,409345028646.713
"Arrhenatherum elatius",2137,3611439225347.49
"Arrhenatherum elatius subsp. bulbosum",2137,3611439225347.49
"Arrhenatherum longifolium",133,315167510824.452
"Artemisia abrotanum",1201,2286170015985.34
"Artemisia absinthium",2803,5082211793564.3
"Artemisia alba",290,694403431925.036
"Artemisia alpina",9,13642695569.9883
"Artemisia annua",1059,2198384930485.95
"Artemisia arborescens",365,746013942279.428
"Artemisia arenaria",32,49998888612.8216
"Artemisia argentea",4,11387094359.4996
"Artemisia argyi",19,35312963819.3584
"Artemisia armeniaca",136,234559634380.869
"Artemisia austriaca",626,1221808062772.49
"Artemisia barrelieri",27,83847184740.5155
"Artemisia biennis",157,278990272642.122
"Artemisia caerulescens",113,246491541811.462
"Artemisia caerulescens subsp. cretacea",113,246491541811.462
"Artemisia caerulescens subsp. gallica",70,162954640414.123
"Artemisia campestris",1950,3420772935001.09
"Artemisia campestris subsp. borealis",1950,3420772935001.09
"Artemisia campestris subsp. campestris",1950,3420772935001.09
"Artemisia campestris subsp. glutinosa",1950,3420772935001.09
"Artemisia campestris subsp. variabilis",16,33045503779.5521
"Artemisia chamaemelifolia",32,68213082133.2836
"Artemisia crithmifolia",82,124067448801.318
"Artemisia dracunculus",1115,2198548282150.07
"Artemisia eriantha",35,68215679988.5605
"Artemisia fragrans",15,24842640772.3027
"Artemisia frigida",47,72983092416.4563
"Artemisia genipi",54,85532258637.5514
"Artemisia glacialis",36,60295960460.0536
"Artemisia glauca",21,26559189179.5974
"Artemisia herba-alba",96,288105462694.359
"Artemisia herba-alba subsp. valentina",96,288105462694.359
"Artemisia laciniata",12,18928709101.5875
"Artemisia latifolia",105,179477248478.302
"Artemisia ludoviciana",82,125420180752.981
"Artemisia maritima",293,339521136640.299
"Artemisia nitrosa",33,54351926045.4608
"Artemisia oelandica",4,3356396998.23518
"Artemisia pedemontana",26,78598831007.8678
"Artemisia pontica",338,601834628193.509
"Artemisia princeps",8,11095261641.6975
"Artemisia rubripes",6,8851517385.42721
"Artemisia rupestris",48,58782089105.1981
"Artemisia salsoloides",78,145363475131.51
"Artemisia santonicum",203,368859113617.363
"Artemisia schmidtiana",2,2664554682.25303
"Artemisia scoparia",223,410506594726.49
"Artemisia selengensis",16,31880038243.9278
"Artemisia sieversiana",192,317731712236.523
"Artemisia tanacetifolia",13,15759330772.7005
"Artemisia taurica",38,61382782895.7645
"Artemisia thuscula",5,16199049551.0237
"Artemisia tilesii",53,54888456801.0966
"Artemisia umbelliformis",91,160297155525.638
"Artemisia umbrosa",32,62471186479.5172
"Artemisia vallesiaca",7,11643206601.6472
"Artemisia verlotiorum",687,1453344529460.46
"Artemisia vulgaris",3704,5889250677474.94
"Arthrocaulon macrostachyum",125,212737565007.673
"Arum besserianum",22,55098386664.5379
"Arum creticum",7,7444376625.48881
"Arum cylindraceum",255,488361490917.055
"Arum cylindraceum subsp. cylindraceum",1,2395428568.6703
"Arum italicum",1209,2387911647448.59
"Arum italicum subsp. canariense",1209,2387911647448.59
"Arum italicum subsp. neglectum",1209,2387911647448.59
"Arum maculatum",1090,2078565313875.04
"Arum orientale",33,71006769045.0768
"Arum orientale subsp. orientale",7,19845570217.863
"Aruncus dioicus",1729,2851738399987.65
"Arundo donax",653,1391912776450.32
"Arundo plinii",51,124523607778.883
"Asarina procumbens",114,228948175010.448
"Asarum europaeum",2094,3694590432249.6
"Asclepias curassavica",46,81727676242.0779
"Asclepias incarnata",6,10650560835.0548
"Asclepias syriaca",767,1517266724446.08
"Asclepias tuberosa",15,32154554761.2706
"Asparagus acutifolius",550,1205061528857.29
"Asparagus aethiopicus",28,53593160548.7099
"Asparagus albus",184,412314676185.041
"Asparagus aphyllus",127,261965040906.429
"Asparagus aphyllus subsp. orientalis",10,11653985997.4183
"Asparagus densiflorus",24,39224570822.2384
"Asparagus horridus",90,194215222121.91
"Asparagus maritimus",43,67080017322.8372
"Asparagus officinalis",2182,3969380996964.3
"Asparagus pastorianus",4,14683274756.1455
"Asparagus setaceus",66,121170248817.904
"Asparagus tenuifolius",154,358603309951.378
"Asparagus verticillatus",60,103628676955.57
"Asperugo procumbens",1384,2424339636555.96
"Asperula arvensis",537,1228107978602.73
"Asperula taurina",252,537897779321.537
"Asperula tinctoria",478,863270709663.766
"Asphodeline liburnica",52,100404547749.55
"Asphodeline lutea",246,509217499029.781
"Asphodeline taurica",27,44709287768.168
"Asphodelus aestivus",141,347158257957.074
"Asphodelus albus",438,1078884645733.06
"Asphodelus albus subsp. delphinensis",438,1078884645733.06
"Asphodelus albus subsp. occidentalis",438,1078884645733.06
"Asphodelus cerasiferus",186,477501883386.46
"Asphodelus fistulosus",329,714428390842.096
"Asphodelus lusitanicus",39,93518785172.812
"Asphodelus macrocarpus",223,548964899450.905
"Asphodelus ramosus",439,928630670542.398
"Asphodelus tenuifolius",56,113079191265.919
"Aspidistra elatior",6,9977749849.44034
"Asplenium adiantum-nigrum",1008,1901436772437.78
"Asplenium ceterach",1160,2366108046960.47
"Asplenium daucifolium",1,3572224493.49669
"Asplenium hemionitis",9,15943371489.6406
"Asplenium lepidum",18,34732370221.0949
"Asplenium nidus",2,6547383003.07135
"Asplenium ruta-muraria",1663,2981158252559.93
"Asplenium scolopendrium",1268,2490383473940.81
"Asplenium septentrionale",1081,1838883323327.29
"Asplenium trichomanes",2004,3576598178673.1
"Aster alpinus",447,874575966038.053
"Aster amellus",914,1825336910258.5
"Aster bellidiastrum",5901,8617407840182.05
"Aster indicus var. indicus",5901,8617407840182.05
"Asteriscus aquaticus",211,513755381296.311
"Asteriscus graveolens",1,409870115.0774
"Asteriscus imbricatus",1,946323421.394446
"Asteriscus sericeus",2,6099729692.42451
"Astilbe japonica",67,104733708743.339
"Astilbe rubra",23,36653745852.0359
"Astragalus albicaulis",83,170182039166.003
"Astragalus alopecuroides",92,267955384226.32
"Astragalus alopecurus",24,46628638983.3806
"Astragalus alpinus",874,851846120283.949
"Astragalus alpinus var. alpinus",874,851846120283.949
"Astragalus angustifolius",17,35314331220.3177
"Astragalus arenarius",221,335290598206.213
"Astragalus arnacantha",6,9180261068.63784
"Astragalus asper",91,166675999745.975
"Astragalus australis",134,245190244371.565
"Astragalus austriacus",309,629070863500.031
"Astragalus baionensis",17,32291589814.5357
"Astragalus balearicus",8,4280768253.87745
"Astragalus boeticus",87,144640878695.439
"Astragalus buchtormensis",75,146572471927.81
"Astragalus caprinus",1,3855416259.5585
"Astragalus cicer",874,1679694049216.66
"Astragalus contortuplicatus",20,43539254815.8249
"Astragalus cornutus",113,226489692618.877
"Astragalus creticus",2,4639849788.49985
"Astragalus danicus",691,1125496187169.86
"Astragalus dasyanthus",87,205767983589.21
"Astragalus depressus",113,269741953651.835
"Astragalus echinatus",88,236448375927.52
"Astragalus exscapus",107,206445417804.401
"Astragalus exscapus subsp. pubiflorus",35,69772015241.7401
"Astragalus exscapus subsp. transsilvanicus",107,206445417804.401
"Astragalus frigidus",434,374715887271.476
"Astragalus galegiformis",2,6006272541.9173
"Astragalus glycyphylloides",34,59354667432.8393
"Astragalus glycyphyllos",1965,3667865964405.27
"Astragalus granatensis",39,126500503645.79
"Astragalus hamosus",289,714493122472.72
"Astragalus hypoglottis",110,291504225909.459
"Astragalus leontinus",44,64887696892.1942
"Astragalus macropus",80,141638677373.449
"Astragalus microcephalus",1,3295267637.8941
"Astragalus monspessulanus",376,931832389322.775
"Astragalus nevadensis",29,91017920000.5427
"Astragalus nitidiflorus",2,4541950408.09636
"Astragalus norvegicus",334,235946441438.227
"Astragalus odoratus",4,8237939411.35347
"Astragalus onobrychis",624,1216543947912.73
"Astragalus penduliflorus",115,200502111137.184
"Astragalus ponticus",26,60032864444.0737
"Astragalus rumelicus",5,9080042329.49386
"Astragalus scorpioides",12,34594685361.6791
"Astragalus sempervirens",92,206607784332.891
"Astragalus sesameus",134,378071915549.304
"Astragalus siculus",2,4751110012.9325
"Astragalus sinaicus",2,1220284135.27969
"Astragalus sirinicus",3,6708614629.53409
"Astragalus spruneri",13,24177583613.8387
"Astragalus stella",144,403625393456.203
"Astragalus subuliformis",7,11515410772.4593
"Astragalus sulcatus",66,109867298670.515
"Astragalus testiculatus",169,330199681857.837
"Astragalus tragacantha",38,70977619633.2074
"Astragalus turolensis",25,78601708994.5409
"Astragalus utriger",7,6922934507.32916
"Astragalus varius",247,492829465886.036
"Astragalus vesicarius",87,193430481879.046
"Astragalus vesicarius subsp. vesicarius",87,193430481879.046
"Astragalus zingeri",30,49845215679.2395
"Astrantia carniolica",7,11550047820.7768
"Astrantia major",1238,2226035362788.31
"Astrantia major subsp. major",1238,2226035362788.31
"Astrantia minor",126,248692445528.198
"Astrodaucus littoralis",22,28626323372.2486
"Astrodaucus orientalis",6,8122792856.55034
"Asyneuma canescens",81,188908707598.19
"Asyneuma limonifolium",33,65544897197.9798
"Asyneuma rigidum",1,1734688035.83886
"Athamanta cretensis",143,274783313212.337
"Athamanta macedonica",7,12795625383.2229
"Athamanta turbith",10,19855432349.8942
"Athamanta vestita",1,2923364123.10033
"Athyrium distentifolium",786,925146688674.243
"Athyrium filix-femina",3361,4834132805198.47
"Atocion armeria",811,1514815320934.15
"Atocion rupestre",711,910885861373.635
"Atractylis cancellata",160,389006410667.952
"Atractylis humilis",109,305533884622.287
"Atraphaxis spinosa",8,19315973187.4671
"Atriplex cana",9,17928718997.095
"Atriplex glabriuscula",428,387969595221.423
"Atriplex glauca",32,87582449560.2953
"Atriplex halimus",377,765866445673.347
"Atriplex hortensis",1067,1972619122444.8
"Atriplex laciniata",296,342622183953.469
"Atriplex lanfrancoi",1,319064948.414483
"Atriplex littoralis",591,655491871283.604
"Atriplex micrantha",353,683809488310.978
"Atriplex nudicaulis",84,45656729920.0565
"Atriplex nummularia",4,11441046293.5131
"Atriplex oblongifolia",365,706621979938.834
"Atriplex patula",2007,3342219664854.02
"Atriplex pedunculata",128,155906780687.026
"Atriplex portulacoides",4608,7262557465315.84
"Atriplex prostrata",1915,3039250148256.79
"Atriplex prostrata subsp. calotheca",11,11692574610.6799
"Atriplex rosea",299,651107772035.269
"Atriplex sagittata",808,1486025293052.5
"Atriplex semibaccata",18,36779303180.1373
"Atriplex sibirica",5,9983478660.37355
"Atriplex sphaeromorpha",11,23437812567.8629
"Atriplex tatarica",705,1379976941568.68
"Atriplex tornabenei",49,87470621800.7841
"Atriplex verrucifera",54,95939526066.7797
"Atropa bella-donna",875,1777380563484.28
"Aubrieta columnae",18,36502068509.4106
"Aubrieta deltoidea",729,1414726311107.16
"Aucuba japonica",456,874068833581.796
"Aurinia leucadea",7,10446242400.0936
"Aurinia petraea",12,32785232861.0394
"Aurinia saxatilis",843,1661763154043.26
"Aurinia saxatilis subsp. orientalis",1,2480445377.10393
"Aurinia sinuata",23,49757458598.6845
"Avena barbata",535,1232655328823.86
"Avena brevis",9,22643037509.4206
"Avena byzantina",37,91703770857.8414
"Avena fatua",1693,3032179504004.84
"Avena longiglumis",17,42234986011.3793
"Avena nuda",109,212752373451.791
"Avena sativa",2128,3635086497938.29
"Avena sterilis",524,1195727151639.69
"Avena sterilis subsp. ludoviciana",524,1195727151639.69
"Avena strigosa",399,694047083842.897
"Avenella flexuosa",2807,3587463107240.22
"Avenula pubescens",1769,2717153370534.29
"Azolla filiculoides",634,1243215876048.78
"Baccharis halimifolia",188,384655503842.343
"Baldellia ranunculoides",675,1280146891168.3
"Ballota nigra",2130,4200141975580.05
"Ballota nigra subsp. foetida",2130,4200141975580.05
"Baptisia australis",11,21558810063.1061
"Barbarea intermedia",743,1422889140259.65
"Barbarea rupicola",16,23610364423.9852
"Barbarea stricta",1669,2030581450084.26
"Barbarea verna",536,1055281126496.63
"Barbarea vulgaris",2612,3931892948124.97
"Barbarea vulgaris subsp. arcuata",2612,3931892948124.97
"Barnardia numidica",2,640461419.559582
"Bartsia alpina",1237,1246891472688.87
"Basella alba",15,28969084330.1949
"Bassia hyssopifolia",67,166008756681.267
"Bassia laniflora",146,280099145946.435
"Bassia muricata",1,3186896890.3514
"Bassia prostrata",313,667433935568.877
"Bassia scoparia",915,1803697855593.46
"Bauhinia aculeata",2,1186388159.28932
"Bauhinia purpurea",1,2944923780.92227
"Bauhinia variegata",14,28251888368.0329
"Beckmannia eruciformis",288,505748473899.328
"Beckmannia syzigachne",90,125568210675.158
"Begonia rex",2,6244156752.7384
"Bellardia trixago",425,909820218467.504
"Bellardiochloa variegata",104,218747481172.123
"Bellevalia ciliata",8,19063801093.1429
"Bellevalia lypskyi",4,5059795282.92894
"Bellevalia romana",156,334807972931.56
"Bellevalia speciosa",134,285402710783.177
