"taxon_name","min_fr"
"Tithonia rotundifolia",1939
"Tolmiea menziesii",1916
"Tolpis staticifolia",1791
"Tordylium maximum",1670
"Torilis africana",1872
"Torilis arvensis",1666
"Torilis japonica",1948
"Torilis leptophylla",1872
"Torilis nodosa",1788
"Torminalis glaberrima",1979
"Toxicodendron pubescens",1874
"Toxicodendron radicans",1874
"Toxicodendron vernicifluum",1982
"Trachelium caeruleum",1892
"Trachycarpus fortunei",1828
"Trachyspermum ammi",1892
"Trachystemon orientalis",1844
"Tradescantia fluminensis",1930
"Tradescantia virginiana",1880
"Tragopogon crocifolius",1868
"Tragopogon dubius",1813
"Tragopogon graminifolius",1998
"Tragopogon orientalis",1880
"Tragopogon porrifolius",1597
"Tragopogon pratensis",1741
"Tragopogon × mutabilis",1909
"Tragus australianus",1899
"Tragus berteronianus",1887
"Tragus koelerioides",1850
"Tragus racemosus",1830
"Trapa natans",1800
"Traunsteinera globosa",1812
"Tribulus terrestris",1835
"Trifolium alexandrinum",1862
"Trifolium alpestre",1850
"Trifolium alpinum",1919
"Trifolium angulatum",1976
"Trifolium angustifolium",1850
"Trifolium arvense",1917
"Trifolium aureum",1838
"Trifolium badium",1900
"Trifolium cernuum",1917
"Trifolium ciliolatum",1917
"Trifolium constantinopolitanum",1891
"Trifolium diffusum",1891
"Trifolium dubium",1841
"Trifolium echinatum",1878
"Trifolium glomeratum",1883
"Trifolium hirtum",1883
"Trifolium hybridum",1762
"Trifolium incarnatum",1837
"Trifolium isthmocarpum",1877
"Trifolium lappaceum",1862
"Trifolium lupinaster",1971
"Trifolium medium",1970
"Trifolium michelianum",2016
"Trifolium micranthum",1863
"Trifolium microcephalum",1920
"Trifolium mutabile",1945
"Trifolium nigrescens",1935
"Trifolium ochroleucon",1929
"Trifolium ornithopodioides",1960
"Trifolium pallidum",1930
"Trifolium pannonicum",1876
"Trifolium patens",1876
"Trifolium pratense",1853
"Trifolium purpureum",1861
"Trifolium repens",1860
"Trifolium resupinatum",1830
"Trifolium retusum",1835
"Trifolium rubens",1954
"Trifolium spadiceum",1755
"Trifolium spumosum",1854
"Trifolium squamosum",1854
"Trifolium squarrosum",1945
"Trifolium stellatum",1804
"Trifolium striatum",1954
"Trifolium strictum",1995
"Trifolium subterraneum",1962
"Trifolium suffocatum",1999
"Trifolium sylvaticum",1907
"Trifolium tomentosum",1880
"Trifolium vesiculosum",1898
"Trifolium willdenovii",1916
"Triglochin scilloides",1947
"Triglochin striata",1910
"Trigonella arabica",1954
"Trigonella balansae",1874
"Trigonella caelesyriaca",1882
"Trigonella caerulea",1830
"Trigonella calliceras",1948
"Trigonella esculenta",1898
"Trigonella foenum-graecum",1807
"Trigonella glabra",1892
"Trigonella glabra subsp. glabra",1892
"Trigonella grandiflora",1935
"Trigonella kotschyi",1920
"Trigonella laciniata",1892
"Trigonella maritima",1886
"Trigonella procumbens",1886
"Trigonella spinosa",1911
"Trigonella spruneriana",1886
"Trigonella stellata",1895
"Triodanis perfoliata",1853
"Triphysaria eriantha",1922
"Tripidium ravennae",1940
"Tripleurospermum caucasicum",1930
"Tripleurospermum decipiens",1984
"Tripleurospermum disciforme",1989
"Tripleurospermum inodorum",1597
"Tripleurospermum maritimum",1920
"Tripolium pannonicum",1807
"Tripterygium wilfordii",1803
"Triraphis mollis",1899
"Trisetaria panicea",1883
"Trisetum flavescens",1803
"Triteleia laxa",1999
"Triticum aestivum",500
"Triticum monococcum",500
"Triticum turgidum",1882
"Triticum turgidum subsp. durum",1853
"Trollius asiaticus",2002
"Trollius europaeus",1852
"Trollius yunnanensis",1996
"Tropaeolum majus",1807
"Tropaeolum peregrinum",1921
"Tropaeolum speciosum",1950
"Tsuga canadensis",1828
"Tsuga heterophylla",1805
"Tsuga mertensiana",2012
"Tuberaria guttata",1837
"Tulipa agenensis",1953
"Tulipa clusiana",1804
"Tulipa gesneriana",1800
"Tulipa saxatilis",1976
"Tulipa sylvestris",1701
"Tulipa turkestanica",1995
"Tulipa urumiensis",1994
"Turgenia latifolia",1660
"Tussilago farfara",1658
"Typha laxmannii",1827
"Typha minima",1827
"Typha × provincialis",2015
"Ugni molinae",1994
"Ulex europaeus",1806
"Ulex gallii",1852
"Ulex minor",1852
"Ulmus glabra",1993
"Ulmus laevis",1834
"Ulmus minor",1834
"Ulmus pumila",1805
"Ulmus × hollandica",1912
"Umbilicus rupestris",1908
"Urochloa mutica",1949
"Urochloa panicoides",1955
"Urochloa plantaginea",1992
"Urochloa platyphylla",1970
"Urochloa ramosa",1948
"Urostemon kirkii",1993
"Urtica cannabina",1978
"Urtica dioica",1890
"Urtica gracilis",1924
"Urtica incisa",1911
"Urtica membranacea",1864
"Urtica pilulifera",1800
"Urtica urens",1597
"Utricularia gibba",1936
"Vaccinium angustifolium",1941
"Vaccinium corymbosum",1949
"Vaccinium macrocarpon",1830
"Vachellia karroo",1954
"Valeriana calcitrapae",1770
"Valeriana carinata",1790
"Valeriana cornucopiae",1884
"Valeriana coronata",1813
"Valeriana dentata",1746
"Valeriana eriocarpa",1813
"Valeriana locusta",1850
"Valeriana officinalis",1892
"Valeriana phu",1850
"Valeriana pyrenaica",1782
"Valeriana rimosa",1824
"Valeriana rubra",1763
"Valeriana vesicaria",1850
"Vallisneria americana",1864
"Vallisneria nana",1891
"Vallisneria spiralis",1808
"Vancouveria hexandra",1979
"Ventenata dubia",1809
"Veratrum album",1835
"Verbascum banaticum",1908
"Verbascum blattaria",1629
"Verbascum bombyciferum",1895
"Verbascum chaixii",1811
"Verbascum creticum",1912
"Verbascum densiflorum",1819
"Verbascum glandulosum",2001
"Verbascum lanatum",2003
"Verbascum levanticum",1907
"Verbascum lychnitis",1749
"Verbascum nigrum",1866
"Verbascum nigrum subsp. nigrum",2001
"Verbascum niveum",1914
"Verbascum olympicum",1886
"Verbascum ovalifolium",1905
"Verbascum phlomoides",1811
"Verbascum phoeniceum",1831
"Verbascum pulverulentum",1670
"Verbascum pyramidatum",1908
"Verbascum sinuatum",1831
"Verbascum speciosum",1874
"Verbascum virgatum",1787
"Verbascum × brockmuelleri",1954
"Verbascum × duernsteinense",1976
"Verbascum × godronii",1933
"Verbascum × interjectum",1887
"Verbascum × kerneri",1950
"Verbascum × lemaitrei",1892
"Verbascum × mixtum",1800
"Verbascum × murbeckii",2000
"Verbena aristigera",1888
"Verbena bonariensis",1893
"Verbena bracteata",1880
"Verbena brasiliensis",1921
"Verbena canadensis",1999
"Verbena halei",1902
"Verbena hastata",1840
"Verbena incompta",1951
"Verbena litoralis",1974
"Verbena officinalis",1548
"Verbena peruviana",1853
"Verbena rigida",1937
"Verbena supina",1947
"Verbena tenera",1947
"Verbena urticifolia",1835
"Verbena × hybrida",1888
"Verbesina alternifolia",1950
"Verbesina encelioides",1933
"Verbesina occidentalis",1915
"Vernonia fasciculata",1906
"Veronica acinifolia",1816
"Veronica agrestis",1597
"Veronica anagalloides",1930
"Veronica arvensis",1932
"Veronica austriaca",1884
"Veronica barkeri",1995
"Veronica beccabunga",1834
"Veronica brachysiphon",1996
"Veronica campylopoda",1854
"Veronica catenata",1890
"Veronica ceratocarpa",1854
"Veronica chamaedrys",1922
"Veronica crista-galli",1888
"Veronica cymbalaria",1820
"Veronica dieffenbachii",1991
"Veronica elliptica",1904
"Veronica filiformis",1807
"Veronica gentianoides",1765
"Veronica glauca",1830
"Veronica hederifolia",1597
"Veronica incana",1925
"Veronica longifolia",1830
"Veronica opaca",1819
"Veronica ovata subsp. kiusiana",1991
"Veronica peregrina",1760
"Veronica persica",1800
"Veronica polita",1777
"Veronica praecox",1933
"Veronica prostrata",1894
"Veronica repens",1658
"Veronica salicifolia",1913
"Veronica spicata",1948
"Veronica spuria",1962
"Veronica sublobata",1884
"Veronica teucrium",1890
"Veronica triloba",2012
"Veronica triphyllos",1670
"Veronica × andersonii",1999
"Veronica × franciscana",1904
"Veronica × lewisii",1939
"Veronicastrum virginicum",1977
"Viburnum carlesii",1912
"Viburnum davidii",2013
"Viburnum dentatum",1929
"Viburnum glomeratum",2003
"Viburnum lantana",1805
"Viburnum opulus",1785
"Viburnum plicatum",1990
"Viburnum rhytidophyllum",1901
"Viburnum sargentii",2003
"Viburnum tinus",1916
"Viburnum trilobum",2007
"Viburnum × rhytidophylloides",1977
"Vicia articulata",1829
"Vicia assyriaca",1933
"Vicia benghalensis",1835
"Vicia bithynica",1778
"Vicia ciliatula",1955
"Vicia cretica",1953
"Vicia cuspidata",1937
"Vicia dumetorum",1824
"Vicia ervilia",1804
"Vicia faba",1863
"Vicia grandiflora",1876
"Vicia hirsuta",1885
"Vicia hybrida",1670
"Vicia hyrcanica",2007
"Vicia lens",1804
"Vicia lenticula",1905
"Vicia lentoides",1872
"Vicia lutea",1719
"Vicia melanops",1873
"Vicia monantha",1888
"Vicia narbonensis",1883
"Vicia noeana",1877
"Vicia onobrychioides",1928
"Vicia pannonica",1866
"Vicia parviflora",1885
"Vicia peregrina",1883
"Vicia pisiformis",2001
"Vicia sativa",1750
"Vicia serratifolia",1800
"Vicia sicula",1886
"Vicia sylvatica",1877
"Vicia tenuifolia",1835
"Vicia villosa",1850
"Victoria amazonica",1998
"Vigna radiata",1873
"Vinca difformis",1984
"Vinca major",1650
"Vinca minor",1551
"Vincetoxicum nigrum",1877
"Vincetoxicum rossicum",1658
"Viola altaica",1927
"Viola arvensis",1597
"Viola canadensis",1948
"Viola cornuta",1835
"Viola cucullata",1895
"Viola elatior",1947
"Viola lutea",2003
"Viola odorata",1500
"Viola selkirkii",1993
"Viola septemloba",2003
"Viola sororia",1935
"Viola suavis",1874
"Viola tricolor",1839
"Viola × contempta",1884
"Viola × haynaldii",1886
"Viola × scabra",1904
"Viola × vindobonensis",1922
"Viola × williamsii",1900
"Viola × wittrockiana",1848
"Viscaria vulgaris",1885
"Visnaga daucoides",1850
"Vitis coignetiae",1974
"Vitis labrusca",1885
"Vitis riparia",1811
"Vitis vinifera",1901
"Vitis vulpina",1927
"Vittadinia dentata",1859
"Vittadinia triloba",1969
"Volutaria lippii",1937
"Waldsteinia geoides",1991
"Waldsteinia ternata",1877
"Washingtonia filifera var. robusta",2011
"Watsonia borbonica",1971
"Watsonia meriana",1956
"Weigela floribunda",1978
"Weigela florida",1841
"Wigandia urens",1944
"Wisteria frutescens",1948
"Wisteria sinensis",2010
"Wolffia columbiana",2013
"Xanthium chinense",1950
"Xanthium orientale",1784
"Xanthium spinosum",1769
"Xanthium strumarium",1562
"Xanthoceras sorbifolium",1988
"Xeranthemum annuum",1990
"Xerochrysum bracteatum",1661
"Yucca aloifolia",1896
"Yucca filamentosa",1890
"Yucca flaccida",2001
"Yucca gloriosa",1982
"Yushania anceps",1961
"Zantedeschia aethiopica",1927
"Zantedeschia albomaculata",1915
"Zea mays",1785
"Zelkova serrata",1935
"Zinnia angustifolia",1948
"Zinnia elegans",2017
"Zinnia haageana",2004
"Zizania aquatica",1931
"Zizania latifolia",1777
"Ziziphus jujuba",1966
"Ziziphus lotus",1871
"Zoegea crinita",1993
"Zuloagaea bulbosa",1884
"Zygophyllum fabago",1861
"× Agropogon",1942
"× Agropogon lutosus",1985
"× Agropogon robinsonii",1924
"× Anthepleurospermum maleolens",1966
"× Festulolium",1954
"× Reyllopia conollyana",1981
"× Triticosecale rimpaui",1996
